,name,CEFR,Error_type
1160,2014_AAl_28_1.txt,B2+,Capitalisation
1161,2014_AAl_28_1.txt,B2+,Capitalisation
1162,2014_AAl_28_1.txt,B2+,Articles
1163,2014_AAl_28_1.txt,B2+,Spelling
1164,2014_AAl_28_1.txt,B2+,Spelling
1165,2014_AAl_28_1.txt,B2+,Spelling
1166,2014_AAl_28_1.txt,B2+,Choice of lexical item
1167,2014_AAl_28_1.txt,B2+,Prepositions
1168,2014_AAl_28_1.txt,B2+,Choice of tense
1169,2014_AAl_28_1.txt,B2+,Choice of lexical item
1211,2014_AAl_29_1.txt,B2,Redundant component in clause or sentence
1212,2014_AAl_29_1.txt,B2,Redundant component in clause or sentence
1213,2014_AAl_29_1.txt,B2,Choice of tense
1214,2014_AAl_29_1.txt,B2,Prepositions
1215,2014_AAl_29_1.txt,B2,Absence of necessary explanation or detail
1216,2014_AAl_29_1.txt,B2,Choice of lexical item
1217,2014_AAl_29_1.txt,B2,Prepositions
1218,2014_AAl_29_1.txt,B2,Word order
1219,2014_AAl_29_1.txt,B2,Choice of lexical item
1220,2014_AAl_29_1.txt,B2,Absence of necessary explanation or detail
1221,2014_AAl_29_1.txt,B2,Prepositions
1222,2014_AAl_29_1.txt,B2,Redundant component in clause or sentence
1223,2014_AAl_29_1.txt,B2,Articles
1224,2014_AAl_29_1.txt,B2,Choice of lexical item
1225,2014_AAl_29_1.txt,B2,"Change, addition, deletion of a part of collocation"
1226,2014_AAl_29_1.txt,B2,Prepositions
1227,2014_AAl_29_1.txt,B2,Word order
1228,2014_AAl_29_1.txt,B2,Determiners
1229,2014_AAl_29_1.txt,B2,Articles
1246,2014_AAl_2_1.txt,B1+,Redundant component in clause or sentence
1247,2014_AAl_2_1.txt,B1+,Redundant component in clause or sentence
1248,2014_AAl_2_1.txt,B1+,Redundant component in clause or sentence
1249,2014_AAl_2_1.txt,B1+,Prepositional noun
1250,2014_AAl_2_1.txt,B1+,Articles
1251,2014_AAl_2_1.txt,B1+,Conjunctions
1252,2014_AAl_2_1.txt,B1+,Punctuation
1253,2014_AAl_2_1.txt,B1+,"Change, addition, deletion of a part of collocation"
1254,2014_AAl_2_1.txt,B1+,Choice of lexical item
1255,2014_AAl_2_1.txt,B1+,Prepositions
1256,2014_AAl_2_1.txt,B1+,Articles
1257,2014_AAl_2_1.txt,B1+,Capitalisation
1258,2014_AAl_2_1.txt,B1+,Punctuation
1259,2014_AAl_2_1.txt,B1+,Prepositions
1260,2014_AAl_2_1.txt,B1+,Linking device
1261,2014_AAl_2_1.txt,B1+,Punctuation
1262,2014_AAl_2_1.txt,B1+,Absence of necessary explanation or detail
1263,2014_AAl_2_1.txt,B1+,Choice of lexical item
1264,2014_AAl_2_1.txt,B1+,Choice of tense
1265,2014_AAl_2_1.txt,B1+,Spelling
1266,2014_AAl_2_1.txt,B1+,Absence of necessary explanation or detail
1267,2014_AAl_2_1.txt,B1+,Articles
1268,2014_AAl_2_1.txt,B1+,Prepositions
1307,2014_AAl_30_1.txt,B1+,Punctuation
1308,2014_AAl_30_1.txt,B1+,Redundant component in clause or sentence
1309,2014_AAl_30_1.txt,B1+,"Change, addition, deletion of a part of collocation"
1310,2014_AAl_30_1.txt,B1+,Prepositions
1311,2014_AAl_30_1.txt,B1+,Spelling
1312,2014_AAl_30_1.txt,B1+,Choice of tense
1313,2014_AAl_30_1.txt,B1+,Choice of lexical item
1314,2014_AAl_30_1.txt,B1+,Articles
1315,2014_AAl_30_1.txt,B1+,Articles
1316,2014_AAl_30_1.txt,B1+,Choice of lexical item
1317,2014_AAl_30_1.txt,B1+,Articles
1318,2014_AAl_30_1.txt,B1+,Choice of tense
1319,2014_AAl_30_1.txt,B1+,Spelling
1320,2014_AAl_30_1.txt,B1+,Absence of a component in clause or sentence
1321,2014_AAl_30_1.txt,B1+,Choice of lexical item
1322,2014_AAl_30_1.txt,B1+,Agreement
1323,2014_AAl_30_1.txt,B1+,Confusion of categories
1324,2014_AAl_30_1.txt,B1+,Articles
1325,2014_AAl_30_1.txt,B1+,Choice of tense
1326,2014_AAl_30_1.txt,B1+,Articles
1327,2014_AAl_30_1.txt,B1+,Confusion of categories
1328,2014_AAl_30_1.txt,B1+,Choice of lexical item
1329,2014_AAl_30_1.txt,B1+,Articles
1330,2014_AAl_30_1.txt,B1+,Punctuation
1331,2014_AAl_30_1.txt,B1+,Spelling
1332,2014_AAl_30_1.txt,B1+,Articles
1333,2014_AAl_30_1.txt,B1+,Coherence
1334,2014_AAl_30_1.txt,B1+,Spelling
1335,2014_AAl_30_1.txt,B1+,Punctuation
1336,2014_AAl_30_1.txt,B1+,Prepositions
1337,2014_AAl_30_1.txt,B1+,Noun number
1338,2014_AAl_30_1.txt,B1+,Prepositions
1339,2014_AAl_30_1.txt,B1+,Absence of a component in clause or sentence
1340,2014_AAl_30_1.txt,B1+,Choice of lexical item
1341,2014_AAl_30_1.txt,B1+,Absence of necessary explanation or detail
1342,2014_AAl_30_1.txt,B1+,"Change, addition, deletion of a part of collocation"
1343,2014_AAl_30_1.txt,B1+,"Change, addition, deletion of a part of collocation"
1344,2014_AAl_30_1.txt,B1+,Noun number
1345,2014_AAl_30_1.txt,B1+,Absence of a component in clause or sentence
1346,2014_AAl_30_1.txt,B1+,Numerals
1347,2014_AAl_30_1.txt,B1+,Degree of comparison
1387,2014_AAl_31_1.txt,B1+,Redundant component in clause or sentence
1388,2014_AAl_31_1.txt,B1+,Redundant component in clause or sentence
1389,2014_AAl_31_1.txt,B1+,Punctuation
1390,2014_AAl_31_1.txt,B1+,Spelling
1391,2014_AAl_31_1.txt,B1+,Spelling
1392,2014_AAl_31_1.txt,B1+,Parallel constructions
1393,2014_AAl_31_1.txt,B1+,Spelling
1394,2014_AAl_31_1.txt,B1+,Spelling
1395,2014_AAl_31_1.txt,B1+,Absence of necessary explanation or detail
1396,2014_AAl_31_1.txt,B1+,Absence of a component in clause or sentence
1397,2014_AAl_31_1.txt,B1+,Articles
1398,2014_AAl_31_1.txt,B1+,Tense form
1399,2014_AAl_31_1.txt,B1+,Linking device
1400,2014_AAl_31_1.txt,B1+,Choice of tense
1401,2014_AAl_31_1.txt,B1+,Confusion of categories
1402,2014_AAl_31_1.txt,B1+,Choice of tense
1403,2014_AAl_31_1.txt,B1+,Confusion of categories
1404,2014_AAl_31_1.txt,B1+,Modals
1405,2014_AAl_31_1.txt,B1+,Prepositions
1406,2014_AAl_31_1.txt,B1+,Numerals
1407,2014_AAl_31_1.txt,B1+,Agreement
1408,2014_AAl_31_1.txt,B1+,Linking device
1409,2014_AAl_31_1.txt,B1+,Degree of comparison
1410,2014_AAl_31_1.txt,B1+,Comparative construction
1411,2014_AAl_31_1.txt,B1+,Modals
1412,2014_AAl_31_1.txt,B1+,Word order
1470,2014_AAl_32_1.txt,B2+,Absence of necessary explanation or detail
1471,2014_AAl_32_1.txt,B2+,Word choice
1472,2014_AAl_32_1.txt,B2+,Agreement
1473,2014_AAl_32_1.txt,B2+,Word choice
1474,2014_AAl_32_1.txt,B2+,Redundant component in clause or sentence
1475,2014_AAl_32_1.txt,B2+,Choice of lexical item
1476,2014_AAl_32_1.txt,B2+,Articles
1477,2014_AAl_32_1.txt,B2+,Spelling
1478,2014_AAl_32_1.txt,B2+,Articles
1479,2014_AAl_32_1.txt,B2+,Spelling
1480,2014_AAl_32_1.txt,B2+,Choice of lexical item
1481,2014_AAl_32_1.txt,B2+,Articles
1482,2014_AAl_32_1.txt,B2+,Derivational affixes
1483,2014_AAl_32_1.txt,B2+,Adjective as a collective noun
1484,2014_AAl_32_1.txt,B2+,Word choice
1485,2014_AAl_32_1.txt,B2+,"Change, addition, deletion of a part of collocation"
1486,2014_AAl_32_1.txt,B2+,Absence of a component in clause or sentence
1487,2014_AAl_32_1.txt,B2+,Redundant component in clause or sentence
1488,2014_AAl_32_1.txt,B2+,Degree of comparison
1489,2014_AAl_32_1.txt,B2+,Articles
1490,2014_AAl_32_1.txt,B2+,Articles
1491,2014_AAl_32_1.txt,B2+,Confusion of categories
1492,2014_AAl_32_1.txt,B2+,Articles
1493,2014_AAl_32_1.txt,B2+,Referential device
1494,2014_AAl_32_1.txt,B2+,Articles
1495,2014_AAl_32_1.txt,B2+,Prepositions
1496,2014_AAl_32_1.txt,B2+,Choice of lexical item
1497,2014_AAl_32_1.txt,B2+,Word order
1498,2014_AAl_32_1.txt,B2+,Prepositions
1499,2014_AAl_32_1.txt,B2+,Choice of lexical item
1500,2014_AAl_32_1.txt,B2+,Spelling
1501,2014_AAl_32_1.txt,B2+,Choice of tense
1502,2014_AAl_32_1.txt,B2+,Absence of a component in clause or sentence
1503,2014_AAl_32_1.txt,B2+,Confusion of categories
1504,2014_AAl_33_1.txt,B2+,Choice of lexical item
1505,2014_AAl_33_1.txt,B2+,Numerals
1506,2014_AAl_33_1.txt,B2+,Confusion of categories
1507,2014_AAl_33_1.txt,B2+,Choice of lexical item
1508,2014_AAl_33_1.txt,B2+,Numerals
1509,2014_AAl_33_1.txt,B2+,Confusion of categories
1510,2014_AAl_33_1.txt,B2+,Articles
1511,2014_AAl_33_1.txt,B2+,Prepositions
1512,2014_AAl_33_1.txt,B2+,Prepositions
1513,2014_AAl_33_1.txt,B2+,ÐšÐ¾Ð¼Ð¼ÐµÐ½Ñ‚Ð°Ñ€Ð¸Ð¹
1514,2014_AAl_33_1.txt,B2+,Choice of lexical item
1515,2014_AAl_33_1.txt,B2+,Prepositions
1516,2014_AAl_33_1.txt,B2+,Prepositions
1517,2014_AAl_33_1.txt,B2+,"Change, addition, deletion of a part of collocation"
1518,2014_AAl_33_1.txt,B2+,Prepositions
1519,2014_AAl_33_1.txt,B2+,Articles
1520,2014_AAl_33_1.txt,B2+,Absence of necessary explanation or detail
1521,2014_AAl_33_1.txt,B2+,Articles
1522,2014_AAl_33_1.txt,B2+,Articles
1523,2014_AAl_33_1.txt,B2+,Voice
1524,2014_AAl_33_1.txt,B2+,Choice of lexical item
1525,2014_AAl_33_1.txt,B2+,Absence of a component in clause or sentence
1526,2014_AAl_33_1.txt,B2+,Prepositions
1527,2014_AAl_33_1.txt,B2+,Articles
1528,2014_AAl_33_1.txt,B2+,Choice of tense
1529,2014_AAl_33_1.txt,B2+,Choice of lexical item
1530,2014_AAl_33_1.txt,B2+,Word choice
1531,2014_AAl_33_1.txt,B2+,Word choice
1532,2014_AAl_33_1.txt,B2+,Numerals
1533,2014_AAl_33_1.txt,B2+,Word order
1534,2014_AAl_33_1.txt,B2+,Choice of lexical item
1535,2014_AAl_33_1.txt,B2+,Noun number
1536,2014_AAl_33_1.txt,B2+,Choice of lexical item
1537,2014_AAl_33_1.txt,B2+,Word order
1538,2014_AAl_33_1.txt,B2+,Choice of lexical item
1539,2014_AAl_33_1.txt,B2+,Choice of lexical item
1540,2014_AAl_33_1.txt,B2+,Degree of comparison
1541,2014_AAl_33_1.txt,B2+,Redundant component in clause or sentence
1591,2014_AAl_34_1.txt,B1+,Prepositions
1592,2014_AAl_34_1.txt,B1+,Spelling
1593,2014_AAl_34_1.txt,B1+,Spelling
1594,2014_AAl_34_1.txt,B1+,Punctuation
1595,2014_AAl_34_1.txt,B1+,Punctuation
1647,2014_AAl_36_1.txt,B1+,Articles
1648,2014_AAl_36_1.txt,B1+,Articles
1649,2014_AAl_36_1.txt,B1+,Prepositions
1650,2014_AAl_36_1.txt,B1+,Spelling
1651,2014_AAl_36_1.txt,B1+,Articles
1652,2014_AAl_36_1.txt,B1+,Prepositions
1653,2014_AAl_36_1.txt,B1+,ÐšÐ¾Ð¼Ð¼ÐµÐ½Ñ‚Ð°Ñ€Ð¸Ð¹
1654,2014_AAl_36_1.txt,B1+,Negation
1655,2014_AAl_36_1.txt,B1+,Choice of lexical item
1656,2014_AAl_36_1.txt,B1+,Word choice
1657,2014_AAl_36_1.txt,B1+,Determiners
1658,2014_AAl_36_1.txt,B1+,Coherence
1659,2014_AAl_36_1.txt,B1+,Prepositions
1660,2014_AAl_36_1.txt,B1+,Redundant component in clause or sentence
1711,2014_AAl_37_1.txt,B1+,Numerals
1712,2014_AAl_37_1.txt,B1+,Prepositions
1713,2014_AAl_37_1.txt,B1+,Determiners
1714,2014_AAl_37_1.txt,B1+,Choice of lexical item
1715,2014_AAl_37_1.txt,B1+,Relative clauses
1716,2014_AAl_37_1.txt,B1+,Absence of necessary explanation or detail
1717,2014_AAl_37_1.txt,B1+,Redundant component in clause or sentence
1718,2014_AAl_37_1.txt,B1+,Word order
1719,2014_AAl_37_1.txt,B1+,Punctuation
1720,2014_AAl_37_1.txt,B1+,Capitalisation
1721,2014_AAl_37_1.txt,B1+,Linking device
1722,2014_AAl_37_1.txt,B1+,Articles
1723,2014_AAl_37_1.txt,B1+,Choice of lexical item
1724,2014_AAl_37_1.txt,B1+,Articles
1725,2014_AAl_37_1.txt,B1+,Choice of lexical item
1726,2014_AAl_37_1.txt,B1+,Absence of a component in clause or sentence
1727,2014_AAl_37_1.txt,B1+,Choice of tense
1728,2014_AAl_37_1.txt,B1+,Choice of lexical item
1729,2014_AAl_37_1.txt,B1+,Articles
1730,2014_AAl_37_1.txt,B1+,Articles
1731,2014_AAl_37_1.txt,B1+,Prepositions
1732,2014_AAl_37_1.txt,B1+,Spelling
1733,2014_AAl_37_1.txt,B1+,Articles
1734,2014_AAl_37_1.txt,B1+,Choice of lexical item
1735,2014_AAl_37_1.txt,B1+,Numerals
1736,2014_AAl_37_1.txt,B1+,Choice of lexical item
1737,2014_AAl_37_1.txt,B1+,Prepositions
1738,2014_AAl_37_1.txt,B1+,Redundant component in clause or sentence
1739,2014_AAl_37_1.txt,B1+,Spelling
1748,2014_AAl_3_1.txt,B1+,Determiners
1749,2014_AAl_3_1.txt,B1+,Choice of tense
1750,2014_AAl_3_1.txt,B1+,Redundant component in clause or sentence
1751,2014_AAl_3_1.txt,B1+,Choice of tense
1752,2014_AAl_3_1.txt,B1+,Choice of lexical item
1753,2014_AAl_3_1.txt,B1+,Agreement
1754,2014_AAl_3_1.txt,B1+,Absence of necessary explanation or detail
1755,2014_AAl_3_1.txt,B1+,Choice of tense
1756,2014_AAl_3_1.txt,B1+,Choice of tense
1757,2014_AAl_3_1.txt,B1+,Articles
1758,2014_AAl_3_1.txt,B1+,Articles
1759,2014_AAl_3_1.txt,B1+,Spelling
1760,2014_AAl_3_1.txt,B1+,Spelling
1761,2014_AAl_3_1.txt,B1+,Spelling
1762,2014_AAl_3_1.txt,B1+,Absence of necessary explanation or detail
1763,2014_AAl_3_1.txt,B1+,Spelling
1764,2014_AAl_3_1.txt,B1+,Spelling
1765,2014_AAl_3_1.txt,B1+,Spelling
1766,2014_AAl_3_1.txt,B1+,Articles
1767,2014_AAl_3_1.txt,B1+,Confusion of categories
1768,2014_AAl_3_1.txt,B1+,Confusion of structures
1769,2014_AAl_3_1.txt,B1+,Articles
1770,2014_AAl_3_1.txt,B1+,Spelling
1771,2014_AAl_3_1.txt,B1+,"Change, addition, deletion of a part of collocation"
1772,2014_AAl_3_1.txt,B1+,Choice of tense
1773,2014_AAl_3_1.txt,B1+,Spelling
1774,2014_AAl_3_1.txt,B1+,Articles
1775,2014_AAl_3_1.txt,B1+,Choice of tense
1776,2014_AAl_3_1.txt,B1+,Punctuation
1777,2014_AAl_3_1.txt,B1+,Articles
1778,2014_AAl_3_1.txt,B1+,Word choice
1779,2014_AAl_3_1.txt,B1+,Choice of lexical item
1780,2014_AAl_3_1.txt,B1+,Choice of tense
1781,2014_AAl_3_1.txt,B1+,Spelling
1782,2014_AAl_3_1.txt,B1+,Choice of tense
1783,2014_AAl_3_1.txt,B1+,Choice of lexical item
1784,2014_AAl_3_1.txt,B1+,Coherence
1785,2014_AAl_3_1.txt,B1+,Confusion of categories
1786,2014_AAl_3_1.txt,B1+,Absence of a component in clause or sentence
1787,2014_AAl_3_1.txt,B1+,Articles
1788,2014_AAl_3_1.txt,B1+,Spelling
1789,2014_AAl_3_1.txt,B1+,Choice of tense
1790,2014_AAl_3_1.txt,B1+,Spelling
1791,2014_AAl_3_1.txt,B1+,Spelling
1792,2014_AAl_3_1.txt,B1+,Spelling
1793,2014_AAl_3_1.txt,B1+,Spelling
1794,2014_AAl_3_1.txt,B1+,Relative clauses
1795,2014_AAl_3_1.txt,B1+,Choice of tense
1796,2014_AAl_3_1.txt,B1+,Choice of tense
1797,2014_AAl_3_1.txt,B1+,Capitalisation
1798,2014_AAl_3_1.txt,B1+,Choice of tense
1799,2014_AAl_3_1.txt,B1+,Prepositions
1800,2014_AAl_3_1.txt,B1+,Absence of necessary explanation or detail
1801,2014_AAl_3_1.txt,B1+,Parallel constructions
1802,2014_AAl_3_1.txt,B1+,Referential device
1803,2014_AAl_3_1.txt,B1+,Verb pattern
1804,2014_AAl_3_1.txt,B1+,Prepositions
1805,2014_AAl_3_1.txt,B1+,Agreement
1806,2014_AAl_3_1.txt,B1+,Prepositions
1807,2014_AAl_3_1.txt,B1+,Absence of necessary explanation or detail
1808,2014_AAl_3_1.txt,B1+,Linking device
1809,2014_AAl_3_1.txt,B1+,Choice of tense
1810,2014_AAl_3_1.txt,B1+,Linking device
1811,2014_AAl_3_1.txt,B1+,Prepositions
1812,2014_AAl_3_1.txt,B1+,Voice
1813,2014_AAl_3_1.txt,B1+,Redundant component in clause or sentence
1814,2014_AAl_3_1.txt,B1+,Redundant component in clause or sentence
1815,2014_AAl_3_1.txt,B1+,Redundant component in clause or sentence
1816,2014_AAl_3_1.txt,B1+,Redundant component in clause or sentence
1817,2014_AAl_3_1.txt,B1+,Punctuation
1818,2014_AAl_3_1.txt,B1+,Punctuation
1819,2014_AAl_3_1.txt,B1+,Punctuation
1820,2014_AAl_3_1.txt,B1+,Redundant component in clause or sentence
1821,2014_AAl_3_1.txt,B1+,Redundant component in clause or sentence
1822,2014_AAl_3_1.txt,B1+,Redundant component in clause or sentence
1887,2014_AAl_4_1.txt,B1+,Choice of lexical item
1888,2014_AAl_4_1.txt,B1+,Spelling
1889,2014_AAl_4_1.txt,B1+,Absence of a component in clause or sentence
1890,2014_AAl_4_1.txt,B1+,Punctuation
1891,2014_AAl_4_1.txt,B1+,Spelling
1892,2014_AAl_4_1.txt,B1+,Articles
1893,2014_AAl_4_1.txt,B1+,Choice of tense
1894,2014_AAl_4_1.txt,B1+,Absence of a component in clause or sentence
1895,2014_AAl_4_1.txt,B1+,Verb pattern
1896,2014_AAl_4_1.txt,B1+,Articles
1897,2014_AAl_4_1.txt,B1+,Spelling
1898,2014_AAl_4_1.txt,B1+,Punctuation
1899,2014_AAl_4_1.txt,B1+,Choice of lexical item
1900,2014_AAl_4_1.txt,B1+,Choice of lexical item
1901,2014_AAl_4_1.txt,B1+,Articles
1902,2014_AAl_4_1.txt,B1+,Punctuation
1903,2014_AAl_4_1.txt,B1+,Punctuation
1904,2014_AAl_4_1.txt,B1+,Spelling
1905,2014_AAl_4_1.txt,B1+,Choice of tense
1906,2014_AAl_4_1.txt,B1+,Punctuation
1907,2014_AAl_4_1.txt,B1+,Choice of tense
1908,2014_AAl_4_1.txt,B1+,Articles
1909,2014_AAl_4_1.txt,B1+,Choice of tense
1910,2014_AAl_4_1.txt,B1+,Articles
1944,2014_AAl_5_1.txt,B1,Spelling
1945,2014_AAl_5_1.txt,B1,Pronouns
1946,2014_AAl_5_1.txt,B1,Choice of tense
1947,2014_AAl_5_1.txt,B1,Word order
1948,2014_AAl_5_1.txt,B1,Articles
1949,2014_AAl_5_1.txt,B1,Choice of tense
1950,2014_AAl_5_1.txt,B1,Prepositional noun
1951,2014_AAl_5_1.txt,B1,Redundant component in clause or sentence
1952,2014_AAl_5_1.txt,B1,Choice of lexical item
1953,2014_AAl_5_1.txt,B1,Articles
1954,2014_AAl_5_1.txt,B1,Confusion of categories
1955,2014_AAl_5_1.txt,B1,Degree of comparison
1956,2014_AAl_5_1.txt,B1,Spelling
1957,2014_AAl_5_1.txt,B1,Spelling
1958,2014_AAl_5_1.txt,B1,Articles
1959,2014_AAl_5_1.txt,B1,Word choice
1960,2014_AAl_5_1.txt,B1,Word order
1961,2014_AAl_5_1.txt,B1,Prepositions
1962,2014_AAl_5_1.txt,B1,Choice of lexical item
1963,2014_AAl_5_1.txt,B1,Prepositions
1964,2014_AAl_5_1.txt,B1,Articles
1997,2014_AAl_6_1.txt,B1+,Choice of tense
1998,2014_AAl_6_1.txt,B1+,Spelling
1999,2014_AAl_6_1.txt,B1+,Confusion of categories
2000,2014_AAl_6_1.txt,B1+,Choice of lexical item
2001,2014_AAl_6_1.txt,B1+,Word choice
2002,2014_AAl_6_1.txt,B1+,Spelling
2003,2014_AAl_6_1.txt,B1+,Spelling
2004,2014_AAl_6_1.txt,B1+,Redundant component in clause or sentence
2005,2014_AAl_6_1.txt,B1+,Word choice
2014,2014_AAl_7_1.txt,B1+,Numerals
2015,2014_AAl_7_1.txt,B1+,Articles
2016,2014_AAl_7_1.txt,B1+,Modals
2017,2014_AAl_7_1.txt,B1+,Agreement
2018,2014_AAl_7_1.txt,B1+,Spelling
2019,2014_AAl_7_1.txt,B1+,Spelling
2020,2014_AAl_7_1.txt,B1+,Absence of necessary explanation or detail
2021,2014_AAl_7_1.txt,B1+,Confusion of structures
2022,2014_AAl_7_1.txt,B1+,Articles
2023,2014_AAl_7_1.txt,B1+,Word order
2024,2014_AAl_7_1.txt,B1+,Prepositions
2025,2014_AAl_7_1.txt,B1+,Spelling
2026,2014_AAl_7_1.txt,B1+,Punctuation
2027,2014_AAl_7_1.txt,B1+,Determiners
2028,2014_AAl_7_1.txt,B1+,Articles
2029,2014_AAl_7_1.txt,B1+,"Change, addition, deletion of a part of collocation"
2030,2014_AAl_7_1.txt,B1+,Choice of lexical item
2031,2014_AAl_7_1.txt,B1+,Choice of lexical item
2032,2014_AAl_7_1.txt,B1+,Prepositions
2033,2014_AAl_7_1.txt,B1+,Spelling
2034,2014_AAl_7_1.txt,B1+,Spelling
2035,2014_AAl_7_1.txt,B1+,Spelling
2036,2014_AAl_7_1.txt,B1+,Punctuation
2037,2014_AAl_7_1.txt,B1+,Derivational affixes
2051,2014_AAl_8_1.txt,B1+,Articles
2052,2014_AAl_8_1.txt,B1+,Articles
2053,2014_AAl_8_1.txt,B1+,Articles
2054,2014_AAl_8_1.txt,B1+,Word choice
2055,2014_AAl_8_1.txt,B1+,Voice
2056,2014_AAl_8_1.txt,B1+,Articles
2057,2014_AAl_8_1.txt,B1+,Spelling
2058,2014_AAl_8_1.txt,B1+,Spelling
2059,2014_AAl_8_1.txt,B1+,Spelling
2060,2014_AAl_8_1.txt,B1+,Spelling
2061,2014_AAl_8_1.txt,B1+,Spelling
2062,2014_AAl_8_1.txt,B1+,Articles
2063,2014_AAl_8_1.txt,B1+,Articles
2064,2014_AAl_8_1.txt,B1+,Choice of tense
2065,2014_AAl_8_1.txt,B1+,Word choice
2066,2014_AAl_8_1.txt,B1+,Articles
2067,2014_AAl_8_1.txt,B1+,Spelling
2068,2014_AAl_8_1.txt,B1+,Agreement
2069,2014_AAl_8_1.txt,B1+,Prepositions
2070,2014_AAl_8_1.txt,B1+,Choice of tense
2071,2014_AAl_8_1.txt,B1+,Articles
2072,2014_AAl_8_1.txt,B1+,Numerals
2073,2014_AAl_8_1.txt,B1+,Spelling
2074,2014_AAl_8_1.txt,B1+,Spelling
2103,2014_AAl_9_1.txt,B1+,Ð˜ÑÐ¿Ñ€Ð°Ð²Ð»ÐµÐ½Ð¸Ðµ
2104,2014_AAl_9_1.txt,B1+,Spelling
2105,2014_AAl_9_1.txt,B1+,Spelling
2106,2014_AAl_9_1.txt,B1+,Spelling
2107,2014_AAl_9_1.txt,B1+,Articles
2108,2014_AAl_9_1.txt,B1+,Prepositional noun
2109,2014_AAl_9_1.txt,B1+,Spelling
2110,2014_AAl_9_1.txt,B1+,Prepositions
2111,2014_AAl_9_1.txt,B1+,Determiners
2112,2014_AAl_9_1.txt,B1+,Redundant component in clause or sentence
2113,2014_AAl_9_1.txt,B1+,Prepositions
2114,2014_AAl_9_1.txt,B1+,Agreement
2115,2014_AAl_9_1.txt,B1+,Choice of lexical item
2116,2014_AAl_9_1.txt,B1+,Choice of lexical item
2117,2014_AAl_9_1.txt,B1+,Spelling
2118,2014_AAl_9_1.txt,B1+,Word order
2119,2014_AAl_9_1.txt,B1+,Ð˜ÑÐ¿Ñ€Ð°Ð²Ð»ÐµÐ½Ð¸Ðµ
2120,2014_AAl_9_1.txt,B1+,Pronouns
2121,2014_AAl_9_1.txt,B1+,ÐšÐ¾Ð¼Ð¼ÐµÐ½Ñ‚Ð°Ñ€Ð¸Ð¹
2122,2014_AAl_9_1.txt,B1+,Ð˜ÑÐ¿Ñ€Ð°Ð²Ð»ÐµÐ½Ð¸Ðµ
2123,2014_AAl_9_1.txt,B1+,Ð˜ÑÐ¿Ñ€Ð°Ð²Ð»ÐµÐ½Ð¸Ðµ
2124,2014_AAl_9_1.txt,B1+,Ð˜ÑÐ¿Ñ€Ð°Ð²Ð»ÐµÐ½Ð¸Ðµ
2125,2014_AAl_9_1.txt,B1+,Confusion of structures
2126,2014_AAl_9_1.txt,B1+,Ð˜ÑÐ¿Ñ€Ð°Ð²Ð»ÐµÐ½Ð¸Ðµ
2127,2014_AAl_9_1.txt,B1+,Absence of necessary explanation or detail
2128,2014_AAl_9_1.txt,B1+,Ð˜ÑÐ¿Ñ€Ð°Ð²Ð»ÐµÐ½Ð¸Ðµ
2129,2014_AAl_9_1.txt,B1+,Spelling
2130,2014_AAl_9_1.txt,B1+,Redundant component in clause or sentence
2131,2014_AAl_9_1.txt,B1+,Redundant component in clause or sentence
2179,2014_ADe_10_1.txt,C1,Comparative construction
2180,2014_ADe_10_1.txt,C1,Choice of tense
2181,2014_ADe_10_1.txt,C1,Noun number
2182,2014_ADe_10_1.txt,C1,Choice of tense
2183,2014_ADe_10_1.txt,C1,Prepositions
2184,2014_ADe_10_1.txt,C1,Choice of tense
2185,2014_ADe_10_1.txt,C1,Determiners
2186,2014_ADe_10_1.txt,C1,Choice of tense
2187,2014_ADe_10_1.txt,C1,Coherence
2188,2014_ADe_10_1.txt,C1,Countable/uncountable
2189,2014_ADe_10_1.txt,C1,Prepositions
2190,2014_ADe_10_1.txt,C1,Absence of a component in clause or sentence
2191,2014_ADe_10_1.txt,C1,Choice of tense
2192,2014_ADe_10_1.txt,C1,Comparative construction
2193,2014_ADe_10_1.txt,C1,Comparative construction
2194,2014_ADe_10_1.txt,C1,Choice of tense
2195,2014_ADe_10_1.txt,C1,Comparative construction
2196,2014_ADe_10_1.txt,C1,Prepositions
2197,2014_ADe_10_1.txt,C1,Voice
2198,2014_ADe_10_1.txt,C1,Determiners
2199,2014_ADe_10_1.txt,C1,Coherence
2200,2014_ADe_10_1.txt,C1,Choice of tense
2201,2014_ADe_10_1.txt,C1,Choice of tense
2202,2014_ADe_10_1.txt,C1,Countable/uncountable
2203,2014_ADe_10_1.txt,C1,Coherence
2204,2014_ADe_10_1.txt,C1,Punctuation
2205,2014_ADe_11_1.txt,B1+,Parallel constructions
2206,2014_ADe_11_1.txt,B1+,Absence of a component in clause or sentence
2207,2014_ADe_11_1.txt,B1+,Redundant component in clause or sentence
2208,2014_ADe_11_1.txt,B1+,Word order
2209,2014_ADe_11_1.txt,B1+,Redundant component in clause or sentence
2210,2014_ADe_11_1.txt,B1+,Word order
2211,2014_ADe_11_1.txt,B1+,Agreement
2212,2014_ADe_11_1.txt,B1+,Word order
2213,2014_ADe_11_1.txt,B1+,Absence of a component in clause or sentence
2214,2014_ADe_11_1.txt,B1+,Coherence
2215,2014_ADe_11_1.txt,B1+,Prepositions
2216,2014_ADe_11_1.txt,B1+,Word choice
2217,2014_ADe_11_1.txt,B1+,Punctuation
